Corte de información: Febrero 2020. Precios por litro (Moneda nacional),,,,,,,,,,,,,,,,,,
Entidad federativa,Gasolina mínimo 87 octanos,Año reporte,Mes,,Entidad federativa,Gasolina mínimo 91 octanos,Año reporte,Mes,,Entidad federativa,Diésel,Año reporte,Mes,,FechaCalendario,Gasolina mínimo 87 octanos,Gasolina mínimo 91 octanos,Diésel
Morelos,19.51,2018,11,,Morelos,20.94,2018,11,,Morelos,20.79,2018,11,,16/08/2018,19,20.51,20.08
Morelos,19.29,2018,12,,Morelos,20.72,2018,12,,Morelos,20.68,2018,12,,17/08/2018,19.01,20.51,20.08
Morelos,19.08,2019,1,,Morelos,20.38,2019,1,,Morelos,20.67,2019,1,,18/08/2018,19.02,20.52,20.09
Morelos,19.43,2019,2,,Morelos,20.37,2019,2,,Morelos,21.39,2019,2,,19/08/2018,19.02,20.52,20.09
Morelos,19.81,2019,3,,Morelos,20.78,2019,3,,Morelos,21.63,2019,3,,20/08/2018,19.02,20.52,20.09
Morelos,19.71,2019,4,,Morelos,20.9,2019,4,,Morelos,21.49,2019,4,,21/08/2018,19.03,20.53,20.1
Morelos,19.65,2019,5,,Morelos,20.9,2019,5,,Morelos,21.41,2019,5,,22/08/2018,19.04,20.53,20.11
Morelos,19.51,2019,6,,Morelos,20.87,2019,6,,Morelos,21.27,2019,6,,23/08/2018,19.05,20.54,20.12
Morelos,19.54,2019,7,,Morelos,20.88,2019,7,,Morelos,21.29,2019,7,,24/08/2018,19.07,20.55,20.13
Morelos,19.44,2019,8,,Morelos,20.91,2019,8,,Morelos,21.23,2019,8,,25/08/2018,19.07,20.56,20.14
Morelos,19.43,2019,9,,Morelos,20.93,2019,9,,Morelos,21.16,2019,9,,26/08/2018,19.07,20.56,20.14
Morelos,19.34,2019,10,,Morelos,20.7,2019,10,,Morelos,21.11,2019,10,,27/08/2018,19.08,20.56,20.15
Morelos,19.32,2019,11,,Morelos,20.59,2019,11,,Morelos,21.02,2019,11,,28/08/2018,19.09,20.57,20.16
Morelos,19.47,2019,12,,Morelos,20.63,2019,12,,Morelos,21.16,2019,12,,29/08/2018,19.1,20.58,20.17
Morelos,19.59,2020,1,,Morelos,20.66,2020,1,,Morelos,21.32,2020,1,,30/08/2018,19.11,20.59,20.18
Morelos,19.54,2020,2,,Morelos,20.4,2020,2,,Morelos,21.16,2020,2,,31/08/2018,19.13,20.6,20.2
México,16.16,2017,1,,México,17.99,2017,1,,México,17.04,2017,1,,01/09/2018,19.15,20.61,20.21
México,16.13,2017,2,,México,17.96,2017,2,,México,17.03,2017,2,,02/09/2018,19.15,20.61,20.22
México,16.05,2017,3,,México,17.88,2017,3,,México,16.91,2017,3,,03/09/2018,19.15,20.62,20.22
México,16.06,2017,4,,México,17.86,2017,4,,México,16.85,2017,4,,04/09/2018,19.16,20.63,20.23
México,15.94,2017,5,,México,17.79,2017,5,,México,16.73,2017,5,,05/09/2018,19.17,20.63,20.24
México,15.83,2017,6,,México,17.65,2017,6,,México,16.54,2017,6,,06/09/2018,19.18,20.64,20.26
México,15.74,2017,7,,México,17.55,2017,7,,México,16.42,2017,7,,07/09/2018,19.19,20.65,20.27
México,15.8,2017,8,,México,17.62,2017,8,,México,16.48,2017,8,,08/09/2018,19.19,20.65,20.28
México,16.02,2017,9,,México,17.88,2017,9,,México,16.73,2017,9,,09/09/2018,19.19,20.65,20.28
México,16.15,2017,10,,México,17.97,2017,10,,México,16.92,2017,10,,10/09/2018,19.19,20.66,20.29
México,16.23,2017,11,,México,18.07,2017,11,,México,17.04,2017,11,,11/09/2018,19.2,20.66,20.29
México,16.35,2017,12,,México,18.17,2017,12,,México,17.16,2017,12,,12/09/2018,19.21,20.67,20.3
México,16.91,2018,1,,México,18.66,2018,1,,México,17.69,2018,1,,13/09/2018,19.22,20.69,20.32
México,17.62,2018,2,,México,19.21,2018,2,,México,18.36,2018,2,,14/09/2018,19.23,20.7,20.33
México,17.86,2018,3,,México,19.36,2018,3,,México,18.6,2018,3,,15/09/2018,19.24,20.71,20.33
México,17.96,2018,4,,México,19.43,2018,4,,México,18.69,2018,4,,16/09/2018,19.24,20.71,20.34
México,18.18,2018,5,,México,19.62,2018,5,,México,18.88,2018,5,,17/09/2018,19.24,20.71,20.34
México,18.45,2018,6,,México,19.89,2018,6,,México,19.14,2018,6,,18/09/2018,19.24,20.72,20.34
México,18.75,2018,7,,México,20.2,2018,7,,México,19.45,2018,7,,19/09/2018,19.24,20.72,20.34
México,19.15,2018,8,,México,20.59,2018,8,,México,19.91,2018,8,,20/09/2018,19.25,20.72,20.35
México,19.38,2018,9,,México,20.8,2018,9,,México,20.19,2018,9,,21/09/2018,19.25,20.73,20.35
México,19.6,2018,10,,México,21.06,2018,10,,México,20.51,2018,10,,22/09/2018,19.26,20.74,20.36
México,19.59,2018,11,,México,21.09,2018,11,,México,20.71,2018,11,,23/09/2018,19.26,20.74,20.36
México,19.4,2018,12,,México,20.86,2018,12,,México,20.6,2018,12,,24/09/2018,19.26,20.74,20.36
México,19.39,2019,1,,México,20.69,2019,1,,México,20.68,2019,1,,25/09/2018,19.27,20.75,20.37
México,19.76,2019,2,,México,20.67,2019,2,,México,21.51,2019,2,,26/09/2018,19.28,20.76,20.38
México,20.3,2019,3,,México,21.21,2019,3,,México,21.71,2019,3,,27/09/2018,19.3,20.78,20.4
México,20.21,2019,4,,México,21.32,2019,4,,México,21.54,2019,4,,28/09/2018,19.31,20.79,20.41
México,20.17,2019,5,,México,21.32,2019,5,,México,21.45,2019,5,,29/09/2018,19.32,20.81,20.43
México,19.99,2019,6,,México,21.28,2019,6,,México,21.19,2019,6,,30/09/2018,19.32,20.81,20.43
México,19.99,2019,7,,México,21.28,2019,7,,México,21.22,2019,7,,01/10/2018,19.33,20.82,20.44
México,19.84,2019,8,,México,21.28,2019,8,,México,21.12,2019,8,,02/10/2018,19.34,20.83,20.45
México,19.83,2019,9,,México,21.25,2019,9,,México,21.09,2019,9,,03/10/2018,19.35,20.85,20.47
México,19.75,2019,10,,México,21.15,2019,10,,México,20.97,2019,10,,04/10/2018,19.37,20.87,20.49
México,19.77,2019,11,,México,21.06,2019,11,,México,20.94,2019,11,,05/10/2018,19.39,20.88,20.51
México,19.93,2019,12,,México,21.16,2019,12,,México,21.08,2019,12,,06/10/2018,19.41,20.9,20.53
México,20.03,2020,1,,México,21.19,2020,1,,México,21.16,2020,1,,07/10/2018,19.41,20.9,20.53
México,19.89,2020,2,,México,20.87,2020,2,,México,20.9,2020,2,,08/10/2018,19.41,20.91,20.53
Nayarit,16.31,2017,1,,Nayarit,18.07,2017,1,,Nayarit,17.39,2017,1,,09/10/2018,19.43,20.92,20.55
Nayarit,16.3,2017,2,,Nayarit,18.06,2017,2,,Nayarit,17.4,2017,2,,10/10/2018,19.43,20.94,20.57
Nayarit,16.23,2017,3,,Nayarit,17.99,2017,3,,Nayarit,17.3,2017,3,,11/10/2018,19.44,20.95,20.59
Nayarit,16.25,2017,4,,Nayarit,17.98,2017,4,,Nayarit,17.23,2017,4,,12/10/2018,19.45,20.96,20.61
Nayarit,16.16,2017,5,,Nayarit,17.92,2017,5,,Nayarit,17.12,2017,5,,13/10/2018,19.45,20.96,20.62
Nayarit,16.07,2017,6,,Nayarit,17.79,2017,6,,Nayarit,16.94,2017,6,,14/10/2018,19.45,20.96,20.62
Nayarit,15.99,2017,7,,Nayarit,17.69,2017,7,,Nayarit,16.82,2017,7,,15/10/2018,19.45,20.97,20.62
Nayarit,16.06,2017,8,,Nayarit,17.76,2017,8,,Nayarit,16.87,2017,8,,16/10/2018,19.45,20.97,20.63
Nayarit,16.28,2017,9,,Nayarit,18.01,2017,9,,Nayarit,17.12,2017,9,,17/10/2018,19.45,20.97,20.63
Nayarit,16.4,2017,10,,Nayarit,18.1,2017,10,,Nayarit,17.31,2017,10,,18/10/2018,19.45,20.97,20.64
Nayarit,16.49,2017,11,,Nayarit,18.19,2017,11,,Nayarit,17.42,2017,11,,19/10/2018,19.45,20.97,20.65
Nayarit,16.71,2017,12,,Nayarit,18.41,2017,12,,Nayarit,17.6,2017,12,,20/10/2018,19.45,20.97,20.65
Nayarit,17.3,2018,1,,Nayarit,18.93,2018,1,,Nayarit,18.15,2018,1,,21/10/2018,19.45,20.97,20.66
Nayarit,17.95,2018,2,,Nayarit,19.51,2018,2,,Nayarit,18.81,2018,2,,22/10/2018,19.45,20.97,20.66
Nayarit,18.19,2018,3,,Nayarit,19.71,2018,3,,Nayarit,19.09,2018,3,,23/10/2018,19.45,20.97,20.67
Nayarit,18.3,2018,4,,Nayarit,19.81,2018,4,,Nayarit,19.2,2018,4,,24/10/2018,19.46,20.97,20.68
Nayarit,18.47,2018,5,,Nayarit,19.96,2018,5,,Nayarit,19.35,2018,5,,25/10/2018,19.46,20.98,20.69
Nayarit,18.69,2018,6,,Nayarit,20.17,2018,6,,Nayarit,19.57,2018,6,,26/10/2018,19.45,20.98,20.69
Nayarit,19.11,2018,7,,Nayarit,20.58,2018,7,,Nayarit,19.94,2018,7,,27/10/2018,19.45,20.97,20.7
Nayarit,19.65,2018,8,,Nayarit,21.11,2018,8,,Nayarit,20.44,2018,8,,28/10/2018,19.45,20.97,20.7
Nayarit,19.89,2018,9,,Nayarit,21.34,2018,9,,Nayarit,20.71,2018,9,,29/10/2018,19.45,20.97,20.71
Nayarit,20.09,2018,10,,Nayarit,21.57,2018,10,,Nayarit,20.98,2018,10,,30/10/2018,19.45,20.97,20.72
Nayarit,20.13,2018,11,,Nayarit,21.62,2018,11,,Nayarit,21.16,2018,11,,31/10/2018,19.45,20.97,20.73
Nayarit,19.97,2018,12,,Nayarit,21.38,2018,12,,Nayarit,21.05,2018,12,,01/11/2018,19.45,20.98,20.75
Nayarit,19.92,2019,1,,Nayarit,21.37,2019,1,,Nayarit,21.08,2019,1,,02/11/2018,19.46,20.98,20.76
Nayarit,20.31,2019,2,,Nayarit,21.59,2019,2,,Nayarit,21.7,2019,2,,03/11/2018,19.46,20.98,20.76
Nayarit,20.79,2019,3,,Nayarit,22.04,2019,3,,Nayarit,21.87,2019,3,,04/11/2018,19.46,20.98,20.76
Nayarit,20.68,2019,4,,Nayarit,22.2,2019,4,,Nayarit,21.8,2019,4,,05/11/2018,19.45,20.98,20.77
Nayarit,20.58,2019,5,,Nayarit,22.15,2019,5,,Nayarit,21.74,2019,5,,06/11/2018,19.45,20.98,20.77
Nayarit,20.37,2019,6,,Nayarit,22.16,2019,6,,Nayarit,21.55,2019,6,,07/11/2018,19.45,20.97,20.77
Nayarit,20.26,2019,7,,Nayarit,22.07,2019,7,,Nayarit,21.58,2019,7,,08/11/2018,19.45,20.97,20.78
Nayarit,20.15,2019,8,,Nayarit,22.02,2019,8,,Nayarit,21.52,2019,8,,09/11/2018,19.45,20.97,20.78
Nayarit,20.25,2019,9,,Nayarit,21.99,2019,9,,Nayarit,21.59,2019,9,,10/11/2018,19.45,20.97,20.78
Nayarit,20.14,2019,10,,Nayarit,21.65,2019,10,,Nayarit,21.49,2019,10,,11/11/2018,19.45,20.97,20.79
Nayarit,20.17,2019,11,,Nayarit,21.48,2019,11,,Nayarit,21.47,2019,11,,12/11/2018,19.44,20.97,20.79
Nayarit,20.29,2019,12,,Nayarit,21.45,2019,12,,Nayarit,21.67,2019,12,,13/11/2018,19.44,20.96,20.79
Nayarit,20.26,2020,1,,Nayarit,21.43,2020,1,,Nayarit,21.7,2020,1,,14/11/2018,19.43,20.96,20.8
Nayarit,20.25,2020,2,,Nayarit,21.11,2020,2,,Nayarit,21.46,2020,2,,15/11/2018,19.43,20.96,20.8
Nuevo León,16.28,2017,1,,Nuevo León,18.16,2017,1,,Nuevo León,17.06,2017,1,,16/11/2018,19.4,20.94,20.79
Nuevo León,16.27,2017,2,,Nuevo León,18.14,2017,2,,Nuevo León,17.1,2017,2,,17/11/2018,19.4,20.93,20.79
Nuevo León,16.19,2017,3,,Nuevo León,18.06,2017,3,,Nuevo León,16.96,2017,3,,18/11/2018,19.4,20.93,20.79
Nuevo León,16.18,2017,4,,Nuevo León,18.05,2017,4,,Nuevo León,16.89,2017,4,,19/11/2018,19.39,20.93,20.79
Nuevo León,16.06,2017,5,,Nuevo León,17.98,2017,5,,Nuevo León,16.78,2017,5,,20/11/2018,19.4,20.94,20.79
Nuevo León,15.94,2017,6,,Nuevo León,17.86,2017,6,,Nuevo León,16.6,2017,6,,21/11/2018,19.38,20.94,20.79
Nuevo León,15.89,2017,7,,Nuevo León,17.82,2017,7,,Nuevo León,16.48,2017,7,,22/11/2018,19.37,20.93,20.79
Nuevo León,16,2017,8,,Nuevo León,17.97,2017,8,,Nuevo León,16.57,2017,8,,23/11/2018,19.36,20.92,20.79
Nuevo León,16.25,2017,9,,Nuevo León,18.25,2017,9,,Nuevo León,16.8,2017,9,,24/11/2018,19.35,20.91,20.79
Nuevo León,16.42,2017,10,,Nuevo León,18.4,2017,10,,Nuevo León,17,2017,10,,25/11/2018,19.35,20.91,20.79
Nuevo León,16.56,2017,11,,Nuevo León,18.56,2017,11,,Nuevo León,17.15,2017,11,,26/11/2018,19.35,20.91,20.79
Nuevo León,16.72,2017,12,,Nuevo León,18.71,2017,12,,Nuevo León,17.32,2017,12,,27/11/2018,19.34,20.9,20.79
Nuevo León,17.16,2018,1,,Nuevo León,19.05,2018,1,,Nuevo León,17.8,2018,1,,28/11/2018,19.33,20.89,20.78
Nuevo León,17.72,2018,2,,Nuevo León,19.54,2018,2,,Nuevo León,18.49,2018,2,,29/11/2018,19.32,20.88,20.78
Nuevo León,17.93,2018,3,,Nuevo León,19.72,2018,3,,Nuevo León,18.8,2018,3,,30/11/2018,19.31,20.87,20.77
Nuevo León,18.01,2018,4,,Nuevo León,19.79,2018,4,,Nuevo León,18.91,2018,4,,01/12/2018,19.29,20.86,20.77
Nuevo León,18.23,2018,5,,Nuevo León,19.92,2018,5,,Nuevo León,19.11,2018,5,,02/12/2018,19.28,20.85,20.76
Nuevo León,18.55,2018,6,,Nuevo León,20.14,2018,6,,Nuevo León,19.41,2018,6,,03/12/2018,19.27,20.84,20.75
Nuevo León,18.87,2018,7,,Nuevo León,20.44,2018,7,,Nuevo León,19.72,2018,7,,04/12/2018,19.25,20.82,20.74
Nuevo León,19.39,2018,8,,Nuevo León,20.85,2018,8,,Nuevo León,20.19,2018,8,,05/12/2018,19.24,20.81,20.73
Nuevo León,19.66,2018,9,,Nuevo León,21.07,2018,9,,Nuevo León,20.49,2018,9,,06/12/2018,19.23,20.8,20.72
Nuevo León,19.86,2018,10,,Nuevo León,21.35,2018,10,,Nuevo León,20.79,2018,10,,07/12/2018,19.22,20.78,20.71
Nuevo León,19.78,2018,11,,Nuevo León,21.31,2018,11,,Nuevo León,20.95,2018,11,,08/12/2018,19.2,20.76,20.71
Nuevo León,19.34,2018,12,,Nuevo León,20.83,2018,12,,Nuevo León,20.8,2018,12,,09/12/2018,19.19,20.76,20.7
Nuevo León,19.08,2019,1,,Nuevo León,20.37,2019,1,,Nuevo León,20.85,2019,1,,10/12/2018,19.19,20.75,20.7
Nuevo León,19.48,2019,2,,Nuevo León,20.5,2019,2,,Nuevo León,21.61,2019,2,,11/12/2018,19.17,20.73,20.69
Nuevo León,20.23,2019,3,,Nuevo León,21.51,2019,3,,Nuevo León,21.65,2019,3,,12/12/2018,19.15,20.71,20.68
Nuevo León,19.81,2019,4,,Nuevo León,21.57,2019,4,,Nuevo León,21.57,2019,4,,13/12/2018,19.13,20.7,20.67
Nuevo León,19.92,2019,5,,Nuevo León,21.63,2019,5,,Nuevo León,21.53,2019,5,,14/12/2018,19.12,20.67,20.67
Nuevo León,19.65,2019,6,,Nuevo León,21.66,2019,6,,Nuevo León,21.3,2019,6,,15/12/2018,19.11,20.66,20.66
Nuevo León,19.77,2019,7,,Nuevo León,21.65,2019,7,,Nuevo León,21.47,2019,7,,16/12/2018,19.1,20.66,20.66
Nuevo León,19.73,2019,8,,Nuevo León,21.68,2019,8,,Nuevo León,21.52,2019,8,,17/12/2018,19.1,20.65,20.66
Nuevo León,19.86,2019,9,,Nuevo León,21.71,2019,9,,Nuevo León,21.59,2019,9,,18/12/2018,19.09,20.64,20.66
Nuevo León,19.82,2019,10,,Nuevo León,21.52,2019,10,,Nuevo León,21.56,2019,10,,19/12/2018,19.08,20.62,20.65
Nuevo León,19.81,2019,11,,Nuevo León,21.38,2019,11,,Nuevo León,21.55,2019,11,,20/12/2018,19.06,20.6,20.64
Nuevo León,19.88,2019,12,,Nuevo León,21.47,2019,12,,Nuevo León,21.65,2019,12,,21/12/2018,19.04,20.57,20.63
Nuevo León,19.98,2020,1,,Nuevo León,21.59,2020,1,,Nuevo León,21.67,2020,1,,22/12/2018,19.02,20.55,20.62
Nuevo León,19.92,2020,2,,Nuevo León,21.37,2020,2,,Nuevo León,21.39,2020,2,,23/12/2018,19.02,20.54,20.62
Oaxaca,15.86,2017,1,,Oaxaca,17.62,2017,1,,Oaxaca,16.94,2017,1,,24/12/2018,19.01,20.53,20.61
Oaxaca,15.87,2017,2,,Oaxaca,17.64,2017,2,,Oaxaca,16.95,2017,2,,25/12/2018,18.99,20.52,20.61
Oaxaca,15.77,2017,3,,Oaxaca,17.53,2017,3,,Oaxaca,16.82,2017,3,,26/12/2018,18.98,20.51,20.6
Oaxaca,15.79,2017,4,,Oaxaca,17.51,2017,4,,Oaxaca,16.75,2017,4,,27/12/2018,18.96,20.48,20.59
Oaxaca,15.7,2017,5,,Oaxaca,17.44,2017,5,,Oaxaca,16.63,2017,5,,28/12/2018,18.94,20.46,20.58
Oaxaca,15.6,2017,6,,Oaxaca,17.3,2017,6,,Oaxaca,16.45,2017,6,,29/12/2018,18.93,20.45,20.58
Oaxaca,15.51,2017,7,,Oaxaca,17.2,2017,7,,Oaxaca,16.32,2017,7,,30/12/2018,18.93,20.44,20.57
Oaxaca,15.58,2017,8,,Oaxaca,17.28,2017,8,,Oaxaca,16.37,2017,8,,31/12/2018,18.92,20.44,20.57
Oaxaca,15.81,2017,9,,Oaxaca,17.53,2017,9,,Oaxaca,16.63,2017,9,,01/01/2019,18.87,20.38,20.52
Oaxaca,15.93,2017,10,,Oaxaca,17.62,2017,10,,Oaxaca,16.81,2017,10,,02/01/2019,18.85,20.36,20.5
Oaxaca,16.01,2017,11,,Oaxaca,17.71,2017,11,,Oaxaca,16.92,2017,11,,03/01/2019,18.83,20.34,20.49
Oaxaca,16.18,2017,12,,Oaxaca,17.86,2017,12,,Oaxaca,17.11,2017,12,,04/01/2019,18.82,20.32,20.49
Oaxaca,16.78,2018,1,,Oaxaca,18.41,2018,1,,Oaxaca,17.72,2018,1,,05/01/2019,18.8,20.31,20.48
Oaxaca,17.38,2018,2,,Oaxaca,18.93,2018,2,,Oaxaca,18.37,2018,2,,06/01/2019,18.8,20.3,20.47
Oaxaca,17.63,2018,3,,Oaxaca,19.1,2018,3,,Oaxaca,18.63,2018,3,,07/01/2019,18.79,20.3,20.47
Oaxaca,17.75,2018,4,,Oaxaca,19.19,2018,4,,Oaxaca,18.76,2018,4,,08/01/2019,18.79,20.27,20.47
Oaxaca,17.91,2018,5,,Oaxaca,19.35,2018,5,,Oaxaca,18.91,2018,5,,09/01/2019,18.79,20.26,20.46
Oaxaca,18.15,2018,6,,Oaxaca,19.59,2018,6,,Oaxaca,19.14,2018,6,,10/01/2019,18.78,20.25,20.46
Oaxaca,18.54,2018,7,,Oaxaca,19.97,2018,7,,Oaxaca,19.51,2018,7,,11/01/2019,18.78,20.24,20.47
Oaxaca,19.09,2018,8,,Oaxaca,20.52,2018,8,,Oaxaca,20.02,2018,8,,12/01/2019,18.78,20.22,20.48
Oaxaca,19.32,2018,9,,Oaxaca,20.73,2018,9,,Oaxaca,20.29,2018,9,,13/01/2019,18.79,20.22,20.48
Oaxaca,19.52,2018,10,,Oaxaca,20.95,2018,10,,Oaxaca,20.58,2018,10,,14/01/2019,18.79,20.21,20.48
Oaxaca,19.51,2018,11,,Oaxaca,20.94,2018,11,,Oaxaca,20.74,2018,11,,15/01/2019,18.79,20.21,20.49
Oaxaca,19.25,2018,12,,Oaxaca,20.67,2018,12,,Oaxaca,20.63,2018,12,,16/01/2019,18.79,20.2,20.5
Oaxaca,19.06,2019,1,,Oaxaca,20.39,2019,1,,Oaxaca,20.6,2019,1,,17/01/2019,18.79,20.18,20.51
Oaxaca,19.53,2019,2,,Oaxaca,20.59,2019,2,,Oaxaca,21.46,2019,2,,18/01/2019,18.79,20.17,20.52
Oaxaca,20.1,2019,3,,Oaxaca,21.14,2019,3,,Oaxaca,21.81,2019,3,,19/01/2019,18.79,20.15,20.54
Oaxaca,20.12,2019,4,,Oaxaca,21.31,2019,4,,Oaxaca,21.82,2019,4,,20/01/2019,18.79,20.14,20.55
Oaxaca,20.1,2019,5,,Oaxaca,21.36,2019,5,,Oaxaca,21.75,2019,5,,21/01/2019,18.8,20.14,20.56
Oaxaca,19.98,2019,6,,Oaxaca,21.35,2019,6,,Oaxaca,21.53,2019,6,,22/01/2019,18.83,20.14,20.61
Oaxaca,20.1,2019,7,,Oaxaca,21.4,2019,7,,Oaxaca,21.6,2019,7,,23/01/2019,18.85,20.14,20.66
Oaxaca,20.06,2019,8,,Oaxaca,21.47,2019,8,,Oaxaca,21.62,2019,8,,24/01/2019,18.86,20.14,20.69
Oaxaca,20.14,2019,9,,Oaxaca,21.46,2019,9,,Oaxaca,21.7,2019,9,,25/01/2019,18.87,20.13,20.73
Oaxaca,20.1,2019,10,,Oaxaca,21.41,2019,10,,Oaxaca,21.63,2019,10,,26/01/2019,18.86,20.12,20.76
Oaxaca,20.08,2019,11,,Oaxaca,21.24,2019,11,,Oaxaca,21.61,2019,11,,27/01/2019,18.86,20.11,20.77
Oaxaca,20.14,2019,12,,Oaxaca,21.26,2019,12,,Oaxaca,21.76,2019,12,,28/01/2019,18.86,20.1,20.79
Oaxaca,20.14,2020,1,,Oaxaca,21.23,2020,1,,Oaxaca,21.79,2020,1,,29/01/2019,18.85,20.07,20.85
Oaxaca,20.13,2020,2,,Oaxaca,21,2020,2,,Oaxaca,21.62,2020,2,,30/01/2019,18.84,20.05,20.9
Puebla,15.86,2017,1,,Puebla,17.62,2017,1,,Puebla,16.94,2017,1,,31/01/2019,18.83,20.03,20.94
Puebla,15.89,2017,2,,Puebla,17.66,2017,2,,Puebla,16.97,2017,2,,01/02/2019,18.82,20.02,20.95
Puebla,15.76,2017,3,,Puebla,17.52,2017,3,,Puebla,16.82,2017,3,,02/02/2019,18.82,20.01,20.98
Puebla,15.78,2017,4,,Puebla,17.51,2017,4,,Puebla,16.76,2017,4,,03/02/2019,18.83,20.01,20.98
Puebla,15.69,2017,5,,Puebla,17.44,2017,5,,Puebla,16.63,2017,5,,04/02/2019,18.82,20,20.99
Puebla,15.57,2017,6,,Puebla,17.29,2017,6,,Puebla,16.43,2017,6,,05/02/2019,18.84,20,21.03
Puebla,15.49,2017,7,,Puebla,17.18,2017,7,,Puebla,16.31,2017,7,,06/02/2019,18.89,20.02,21.13
Puebla,15.56,2017,8,,Puebla,17.26,2017,8,,Puebla,16.36,2017,8,,07/02/2019,18.93,20.02,21.19
Puebla,15.78,2017,9,,Puebla,17.5,2017,9,,Puebla,16.6,2017,9,,08/02/2019,18.96,20.04,21.22
Puebla,15.9,2017,10,,Puebla,17.59,2017,10,,Puebla,16.79,2017,10,,09/02/2019,18.99,20.06,21.24
Puebla,15.98,2017,11,,Puebla,17.69,2017,11,,Puebla,16.9,2017,11,,10/02/2019,18.99,20.06,21.25
Puebla,16.1,2017,12,,Puebla,17.78,2017,12,,Puebla,17.03,2017,12,,11/02/2019,19,20.05,21.25
Puebla,16.65,2018,1,,Puebla,18.27,2018,1,,Puebla,17.55,2018,1,,12/02/2019,19.01,20.05,21.25
Puebla,17.34,2018,2,,Puebla,18.83,2018,2,,Puebla,18.28,2018,2,,13/02/2019,19.02,20.06,21.26
Puebla,17.57,2018,3,,Puebla,18.96,2018,3,,Puebla,18.53,2018,3,,14/02/2019,19.03,20.06,21.29
Puebla,17.67,2018,4,,Puebla,19.02,2018,4,,Puebla,18.61,2018,4,,15/02/2019,19.11,20.08,21.39
Puebla,17.82,2018,5,,Puebla,19.14,2018,5,,Puebla,18.74,2018,5,,16/02/2019,19.23,20.13,21.48
Puebla,18.03,2018,6,,Puebla,19.34,2018,6,,Puebla,18.95,2018,6,,17/02/2019,19.25,20.15,21.5
Puebla,18.41,2018,7,,Puebla,19.75,2018,7,,Puebla,19.32,2018,7,,18/02/2019,19.29,20.16,21.53
Puebla,18.96,2018,8,,Puebla,20.34,2018,8,,Puebla,19.85,2018,8,,19/02/2019,19.49,20.31,21.68
Puebla,19.2,2018,9,,Puebla,20.58,2018,9,,Puebla,20.13,2018,9,,20/02/2019,19.62,20.41,21.78
Puebla,19.4,2018,10,,Puebla,20.83,2018,10,,Puebla,20.44,2018,10,,21/02/2019,19.64,20.41,21.81
Puebla,19.4,2018,11,,Puebla,20.82,2018,11,,Puebla,20.63,2018,11,,22/02/2019,19.67,20.42,21.82
Puebla,19.16,2018,12,,Puebla,20.59,2018,12,,Puebla,20.53,2018,12,,23/02/2019,19.73,20.46,21.81
Puebla,18.84,2019,1,,Puebla,20.08,2019,1,,Puebla,20.47,2019,1,,24/02/2019,19.74,20.46,21.81
Puebla,19.06,2019,2,,Puebla,19.75,2019,2,,Puebla,21.27,2019,2,,25/02/2019,19.75,20.47,21.81
Puebla,19.59,2019,3,,Puebla,20.4,2019,3,,Puebla,21.36,2019,3,,26/02/2019,19.77,20.47,21.78
Puebla,19.36,2019,4,,Puebla,20.54,2019,4,,Puebla,21.05,2019,4,,27/02/2019,19.73,20.43,21.74
Puebla,19.25,2019,5,,Puebla,20.52,2019,5,,Puebla,20.95,2019,5,,28/02/2019,19.69,20.39,21.71
Puebla,19.15,2019,6,,Puebla,20.52,2019,6,,Puebla,20.75,2019,6,,01/03/2019,19.75,20.43,21.74
Puebla,19.24,2019,7,,Puebla,20.57,2019,7,,Puebla,20.82,2019,7,,02/03/2019,19.8,20.48,21.75
Puebla,19.17,2019,8,,Puebla,20.59,2019,8,,Puebla,20.8,2019,8,,03/03/2019,19.81,20.48,21.75
Puebla,19.27,2019,9,,Puebla,20.59,2019,9,,Puebla,20.88,2019,9,,04/03/2019,19.81,20.49,21.75
Puebla,19.26,2019,10,,Puebla,20.61,2019,10,,Puebla,20.84,2019,10,,05/03/2019,19.82,20.49,21.73
Puebla,19.28,2019,11,,Puebla,20.46,2019,11,,Puebla,20.84,2019,11,,06/03/2019,19.83,20.49,21.72
Puebla,19.35,2019,12,,Puebla,20.42,2019,12,,Puebla,20.95,2019,12,,07/03/2019,19.83,20.54,21.71
Puebla,19.42,2020,1,,Puebla,20.43,2020,1,,Puebla,21.04,2020,1,,08/03/2019,19.85,20.68,21.72
Puebla,19.33,2020,2,,Puebla,20.14,2020,2,,Puebla,20.81,2020,2,,09/03/2019,19.87,20.83,21.72
Querétaro,16.04,2017,1,,Querétaro,17.8,2017,1,,Querétaro,17.11,2017,1,,10/03/2019,19.87,20.87,21.72
Querétaro,16.03,2017,2,,Querétaro,17.78,2017,2,,Querétaro,17.1,2017,2,,11/03/2019,19.88,20.9,21.72
Querétaro,15.95,2017,3,,Querétaro,17.7,2017,3,,Querétaro,16.99,2017,3,,12/03/2019,19.88,20.96,21.67
Querétaro,15.98,2017,4,,Querétaro,17.69,2017,4,,Querétaro,16.92,2017,4,,13/03/2019,19.83,20.93,21.58
Querétaro,15.89,2017,5,,Querétaro,17.62,2017,5,,Querétaro,16.8,2017,5,,14/03/2019,19.8,20.91,21.55
Querétaro,15.79,2017,6,,Querétaro,17.49,2017,6,,Querétaro,16.61,2017,6,,15/03/2019,19.79,20.92,21.53
